id,currency,symbol,name,logo_url,status,price,price_date,price_timestamp,circulating_supply,max_supply,market_cap,market_cap_dominance,num_exchanges,num_pairs,num_pairs_unmapped,first_candle,first_trade,first_order_book,rank,rank_delta,high,high_timestamp,1d.volume,1d.price_change,1d.price_change_pct,1d.volume_change,1d.volume_change_pct,1d.market_cap_change,1d.market_cap_change_pct,first_priced_at
XTZ,XTZ,XTZ,Tezos,https://s3.us-east-2.amazonaws.com/nomics-api/static/images/currencies/xtz.svg,active,7.10877068,2021-10-11T00:00:00Z,2021-10-11T13:26:00Z,862668109,,6132509756,0.0023,102,251,0,2017-06-23T00:00:00Z,2017-06-23T00:00:00Z,2018-09-17T00:00:00Z,34,0,10.34882163,2017-12-17T00:00:00Z,559149410.44,-0.29997723,-0.0405,-170693687.81,-0.2339,-257917082.60,-0.0404,
CETH,CETH,CETH,Compound Ether,https://s3.us-east-2.amazonaws.com/nomics-api/static/images/currencies/CETH.png,active,71.84072286,2021-10-11T00:00:00Z,2021-10-11T13:26:00Z,78726021,78728641,5655734278,0.0021,4,9,0,2020-03-25T00:00:00Z,2020-07-04T00:00:00Z,,35,1,83.81781545,2021-05-11T00:00:00Z,101045365.66,0.65520687,0.0092,73208272.70,2.6299,176081428.93,0.0321,
FTM,FTM,FTM,Fantom,https://s3.us-east-2.amazonaws.com/nomics-api/static/images/currencies/ftm.png,active,2.10961998,2021-10-11T00:00:00Z,2021-10-11T13:26:00Z,2541152731,3175000000,5360866584,0.0020,68,267,1500,2018-10-28T00:00:00Z,2018-10-29T00:00:00Z,2019-06-04T00:00:00Z,36,-1,2.28546125,2021-10-08T00:00:00Z,2000760264.09,-0.12819108,-0.0573,-283475222.23,-0.1241,-325753100.53,-0.0573,
HBAR,HBAR,HBAR,Hedera Hashgraph,https://s3.us-east-2.amazonaws.com/nomics-api/static/images/currencies/HBAR.jpg,active,0.35224407,2021-10-11T00:00:00Z,2021-10-11T13:26:00Z,14832756234,50000000000,5224750447,0.0020,33,64,0,2019-09-17T00:00:00Z,2019-09-17T00:00:00Z,2019-09-17T00:00:00Z,37,0,0.50534260,2021-09-15T00:00:00Z,108729567.62,-0.0094891709,-0.0262,14901254.56,0.1588,-140750555.28,-0.0262,
XMR,XMR,XMR,Monero,https://s3.us-east-2.amazonaws.com/nomics-api/static/images/currencies/xmr.svg,active,275.06185477,2021-10-11T00:00:00Z,2021-10-11T13:26:00Z,18009182,,4953638882,0.0019,126,495,114,2014-05-19T00:00:00Z,2014-05-19T00:00:00Z,2018-08-29T00:00:00Z,38,0,484.76590041,2021-05-09T00:00:00Z,236081354.57,-4.05822174,-0.0145,13459552.90,0.0605,-72920679.24,-0.0145,
STETH,STETH,STETH,Liquid Staked Ether,https://s3.us-east-2.amazonaws.com/nomics-api/static/images/currencies/STETH.png,active,3557.79095408,2021-10-11T00:00:00Z,2021-10-11T13:04:00Z,1381328,1381553,4914475359,0.0019,5,7,0,2020-12-19T00:00:00Z,2020-12-19T00:00:00Z,2021-01-08T00:00:00Z,39,1,4177.37707172,2021-05-11T00:00:00Z,14017635.16,28.87847920,0.0082,8534289.54,1.5564,45126226.20,0.0093,2020-12-28T21:21:34.943723Z
EGLD,EGLD,EGLD,Elrond,https://s3.us-east-2.amazonaws.com/nomics-api/static/images/currencies/EGLD.jpeg,active,245.60530744,2021-10-11T00:00:00Z,2021-10-11T13:26:00Z,19881880,22541880,4883095250,0.0018,32,58,0,2020-09-02T00:00:00Z,2020-09-03T00:00:00Z,2020-09-03T00:00:00Z,40,-1,281.01377887,2021-09-14T00:00:00Z,115096383.41,-6.06241312,-0.0241,28774286.41,0.3333,-119195311.19,-0.0238,
CRO,CRO,CRO,Crypto.com Chain,https://s3.us-east-2.amazonaws.com/nomics-api/static/images/currencies/cro.jpg,active,0.19195623,2021-10-11T00:00:00Z,2021-10-11T13:26:00Z,25263013692,30263013692,4849392941,0.0018,60,195,1,2019-03-07T00:00:00Z,2019-03-08T00:00:00Z,2019-03-08T00:00:00Z,41,0,0.24555304,2021-04-15T00:00:00Z,44178969.65,0.0011885778,0.0062,-578491.94,-0.0129,30027057.50,0.0062,
EOS,EOS,EOS,EOS,https://s3.us-east-2.amazonaws.com/nomics-api/static/images/currencies/eos.svg,active,4.64550696,2021-10-11T00:00:00Z,2021-10-11T13:26:00Z,970150640,,4506841550,0.0017,208,1279,90,2017-06-23T00:00:00Z,2017-06-23T00:00:00Z,2018-08-29T00:00:00Z,42,0,21.03021138,2018-04-29T00:00:00Z,1254175401.78,-0.19073990,-0.0394,-242140352.70,-0.1618,-184529288.94,-0.0393,
CAKE,CAKE,CAKE,PancakeSwap,https://s3.us-east-2.amazonaws.com/nomics-api/static/images/currencies/CAKE.jpg,active,19.17137071,2021-10-11T00:00:00Z,2021-10-11T13:26:00Z,230956259,477660790,4427748049,0.0017,60,1050,1310,2020-09-22T00:00:00Z,2020-09-22T00:00:00Z,2020-09-29T00:00:00Z,43,2,42.71203905,2021-04-29T00:00:00Z,161765824.35,-0.082872147,-0.0043,11151048.58,0.0740,-11224859.03,-0.0025,2021-02-02T14:53:17.269368Z
OKB,OKB,OKB,OKEx Utility Token,https://s3.us-east-2.amazonaws.com/nomics-api/static/images/currencies/OKB.png,active,16.39642052,2021-10-11T00:00:00Z,2021-10-11T13:26:00Z,265115438,300000000,4346944210,0.0016,49,210,3,2017-07-09T00:00:00Z,2019-06-13T00:00:00Z,2019-02-14T00:00:00Z,44,0,42.42399246,2021-05-02T00:00:00Z,417043684.33,-0.92168603,-0.0532,149838475.99,0.5608,-244353196.13,-0.0532,
KLAY,KLAY,KLAY,Klaytn,https://s3.us-east-2.amazonaws.com/nomics-api/static/images/currencies/KLAY.jpg,active,1.69743901,2021-10-11T00:00:00Z,2021-10-11T13:26:00Z,2512032984,,4264022786,0.0016,32,57,0,2019-09-26T00:00:00Z,2020-03-02T00:00:00Z,2020-02-21T00:00:00Z,45,-2,4.21859526,2021-03-30T00:00:00Z,161008619.87,-0.13784993,-0.0751,-221225579.96,-0.5788,-345798389.07,-0.0750,
IOT,IOT,IOT,IOTA (MIOTA),https://s3.us-east-2.amazonaws.com/nomics-api/static/images/currencies/iot.svg,active,1.48091084,2021-10-11T00:00:00Z,2021-10-11T13:26:00Z,2779530283,2779530283,4116236517,0.0016,40,115,0,2017-06-12T00:00:00Z,2017-06-12T00:00:00Z,2018-08-29T00:00:00Z,46,0,5.38068001,2017-12-19T00:00:00Z,450220626.20,-0.020487733,-0.0136,197102922.57,0.7787,-56946273.32,-0.0136,
